0,0
0,0
241,127
241,127
241,127
241,127
241,127
241,128
241,128
242,127
242,127
243,127
243,127
243,127
246,126
246,126
246,126
246,126
246,126
246,129
246,129
246,129
245,132
245,132
243,130
243,130
243,130
243,130
243,130
246,127
246,127
246,127
246,127
246,126
246,126
257,126
257,126
257,126
243,126
243,126
243,126
243,126
245,127
245,127
245,127
245,128
244,128
244,128
242,128
242,128
242,128
242,128
242,128
243,131
243,131
243,131
243,131
243,131
243,130
243,130
243,130
243,130
243,130
241,131
241,131
241,131
237,133
237,133
236,135
236,135
236,135
236,136
236,136
229,136
229,136
229,136
204,134
204,134
205,134
203,132
203,132
202,132
202,132
202,132
202,132
202,132
202,132
194,135
194,135
194,135
194,135
194,135
194,135
194,135
194,135
194,135
189,142
189,142
189,142
189,142
189,142
189,142
196,139
195,139
195,140
195,140
195,140
195,140
193,138
193,138
193,138
193,138
193,138
193,138
193,138
193,138
193,138
193,138
193,138
193,138
187,138
187,138
187,138
187,138
187,138
181,136
181,136
181,136
181,136
181,136
192,136
192,136
192,136
192,136
192,136
192,136
192,136
192,136
196,134
196,134
196,134
196,134
195,133
190,133
190,133
195,130
195,130
195,130
196,130
196,130
196,130
196,131
196,131
197,131
197,131
197,131
197,131
196,134
196,134
196,134
196,134
186,138
186,138
186,138
186,138
178,136
178,136
178,136
178,136
178,136
178,136
178,136
165,137
165,137
165,137
165,137
165,137
165,137
165,137
165,137
165,137
165,137
165,137
165,137
165,137
165,137
165,137
165,137
165,137
165,137
166,139
166,139
166,139
166,139
166,139
166,139
166,139
166,139
166,139
166,139
166,139
166,139
166,139
166,139
169,141
169,141
169,141
169,141
169,141
169,141
169,141
169,141
169,141
167,142
167,142
167,142
167,142
167,142
167,142
167,142
167,142
167,142
167,142
188,138
188,138
188,138
188,138
188,138
188,138
188,138
188,138
257,141
257,141
257,141
255,139
256,139
256,139
245,133
245,133
245,133
243,132
243,132
243,132
243,132
243,133
243,133
243,133
243,133
243,133
233,140
233,140
233,140
233,140
233,140
232,147
232,147
232,147
232,147
231,147
231,147
231,147
231,147
231,147
231,147
231,145
231,145
231,145
231,146
231,146
231,146
228,146
228,146
228,146
228,146
228,146
227,148
227,148
227,148
225,151
225,151
226,151
226,151
226,151
226,151
226,151
226,151
209,158
209,158
209,158
208,158
208,158
208,158
208,158
208,158
208,158
211,158
211,158
211,158
211,158
211,158
211,158
211,158
211,158
211,158
210,158
210,158
210,158
211,158
211,158
211,156
211,156
211,156
211,156
211,156
211,156
211,156
211,156
211,156
211,156
209,156
209,156
209,156
209,156
209,156
212,159
212,159
212,159
212,159
212,159
212,159
212,159
201,151
201,151
201,151
201,151
201,151
201,151
201,151
202,151
202,151
202,151
202,151
199,150
199,150
199,150
199,150
199,150
199,150
199,150
199,150
198,150
198,150
198,150
198,150
198,150
198,150
198,150
192,155
192,155
192,155
192,155
192,155
180,159
180,159
180,159
181,158
179,162
179,162
179,162
185,165
185,165
197,167
197,167
196,167
196,167
199,167
199,167
199,167
199,167
199,167
199,167
199,167
200,167
200,167
200,167
200,167
200,167
200,167
200,167
200,167
200,168
200,168
200,168
200,168
200,168
200,168
200,168
200,168
200,168
200,168
200,170
200,170
200,170
200,170
200,170
200,170
195,178
195,178
195,178
195,182
195,182
195,182
195,182
195,182
195,182
195,182
195,182
195,182
163,189
163,189
163,189
165,192
165,192
165,192
165,192
173,189
173,189
173,189
173,189
173,189
140,236
140,236
236,225
236,225
236,225
209,196
209,196
215,167
215,167
215,167
215,167
215,167
213,163
213,163
213,163
213,163
213,163
213,163
207,161
207,161
207,161
206,161
206,161
206,161
206,161
208,159
208,159
271,157
271,157
271,157
288,185
288,185
288,185
288,185
288,185
289,187
289,187
289,187
289,187
291,187
291,187
291,187
293,188
293,188
294,173
294,173
292,189
292,189
293,189
293,189
292,189
292,189
291,189
291,189
291,189
291,189
291,189
292,190
292,190
292,190
287,189
287,189
286,189
