85,71
85,71
103,76
106,76
106,74
107,72
108,71
109,71
110,71
120,71
120,71
109,71
109,70
109,72
109,71
107,69
106,70
106,72
106,71
107,71
107,71
107,72
104,75
104,73
90,71
89,70
86,69
83,69
81,69
78,67
78,69
78,69
78,71
79,71
79,69
77,69
76,68
73,68
69,69
74,71
73,71
66,69
54,75
63,67
66,65
65,64
53,64
64,65
51,67
51,68
51,67
50,67
50,68
51,69
52,70
54,69
54,70
52,74
50,73
50,71
51,70
50,68
49,67
50,66
50,66
49,67
49,67
49,67
47,67
47,66
47,66
48,67
48,68
49,68
48,68
46,68
46,68
50,68
46,69
46,70
46,70
47,69
48,68
55,67
55,66
55,66
54,62
54,66
51,65
51,66
52,67
51,69
59,66
52,63
48,61
46,61
48,61
48,62
48,62
48,62
48,62
45,61
46,62
46,59
44,57
43,56
42,56
41,56
41,56
43,58
79,61
83,61
83,58
43,52
43,53
41,54
41,55
41,54
41,55
41,56
41,56
41,56
55,61
88,65
103,68
113,67
116,68
126,70
124,71
116,70
116,68
107,65
104,65
103,65
103,66
105,68
115,69
115,69
114,68
106,68
104,68
103,67
102,67
101,67
102,67
101,67
101,67
93,66
92,66
92,66
92,67
100,68
101,67
107,76
103,72
101,69
100,67
100,66
92,66
101,67
101,66
102,66
102,66
102,66
102,66
102,66
102,66
101,66
101,65
102,65
101,65
102,65
102,65
102,66
101,66
101,66
100,66
99,67
99,67
100,67
100,68
93,68
99,68
92,67
92,66
92,67
92,67
93,68
104,72
115,76
113,70
112,69
113,68
113,69
116,70
115,70
117,70
117,71
117,71
106,71
117,69
114,71
113,71
113,71
113,71
110,70
104,70
102,70
88,70
87,70
80,70
78,70
78,70
85,70
85,70
86,69
94,69
96,68
97,67
97,66
97,66
97,66
96,65
95,64
109,68
109,68
96,74
95,73
113,86
113,86
113,71
101,70
97,70
97,69
108,68
110,67
112,65
113,65
113,66
113,67
113,69
113,70
113,71
104,70
100,71
100,71
101,72
112,74
111,74
111,74
113,75
111,75
111,75
111,75
111,75
112,77
116,77
113,78
113,79
112,78
113,77
119,77
118,75
102,72
100,74
100,75
100,74
99,76
98,77
88,80
80,81
71,77
72,75
72,74
72,74
72,74
61,72
59,72
54,71
54,71
40,72
42,70
42,69
44,69
48,68
92,71
94,74
91,73
108,75
96,73
105,72
107,69
103,69
100,69
98,70
94,70
91,71
77,72
79,80
78,85
65,79
69,75
66,80
64,81
49,80
53,79
51,79
49,80
50,79
51,80
55,80
56,80
70,74
70,74
69,75
67,75
62,76
62,76
61,76
59,76
60,76
68,86
78,87
80,88
88,82
89,76
93,76
93,76
93,76
96,76
97,75
97,75
95,75
87,73
81,72
75,71
75,71
74,71
74,71
74,71
74,69
75,70
75,70
76,70
71,69
71,69
70,70
73,70
74,70
71,70
70,70
70,70
69,69
70,68
75,69
75,69
75,69
82,69
88,69
93,70
91,71
87,70
81,70
80,70
80,70
74,70
69,71
70,71
70,71
71,71
68,70
67,70
66,70
66,69
67,69
66,69
66,70
68,71
69,71
68,70
68,70
69,69
68,69
67,68
67,68
67,68
66,69
65,69
66,69
66,69
67,69
68,68
68,68
68,68
68,69
68,70
66,70
66,71
65,72
66,72
69,74
68,75
73,76
72,79
72,81
70,80
70,78
75,77
69,78
67,78
66,77
66,76
65,75
65,75
68,75
67,74
68,73
65,72
65,73
73,73
68,71
74,72
68,72
75,71
78,73
82,74
83,76
76,76
76,77
76,77
75,75
83,75
81,75
83,76
83,75
79,75
79,74
83,74
83,74
83,74
83,75
83,74
83,75
83,74
76,74
83,73
83,73
67,74
66,75
65,75
65,74
65,75
65,75
66,75
67,74
72,73
72,72
71,71
71,71
71,70
70,69
69,69
68,68
60,65
63,64
56,64
55,64
49,63
49,63
49,64
46,63
46,62
45,62
44,60
42,59
42,60
42,60
43,60
46,62
46,62
41,63
40,65
40,66
39,65
39,65
38,62
37,57
35,56
36,55
36,55
35,56
35,57
38,57
42,63
74,67
77,69
105,68
107,65
111,66
118,66
118,65
116,67
116,68
114,67
115,66
115,66
107,64
106,65
106,66
105,65
108,67
109,65
110,64
109,64
107,65
106,66
106,69
105,70
105,69
104,68
103,69
98,68
94,67
95,67
94,68
94,68
94,68
90,68
88,68
88,68
90,70
90,69
89,68
89,68
90,68
89,69
86,68
87,68
85,68
85,69
89,69
87,69
72,68
71,67
68,69
64,72
68,68
63,65
64,65
64,65
64,63
64,63
63,64
62,63
62,62
62,62
59,62
59,63
47,67
53,63
54,60
56,60
55,59
53,60
54,60
54,60
54,59
53,61
53,63
52,62
52,62
51,62
51,62
51,62
51,62
48,62
48,62
48,62
47,63
48,63
48,64
46,63
47,63
47,63
46,63
46,63
43,63
43,63
43,63
43,64
44,63
45,63
45,63
45,63
45,63
45,63
44,64
44,63
44,64
42,65
41,66
39,66
38,66
39,67
44,72
45,71
45,73
61,74
61,70
104,72
110,70
119,75
119,76
119,76
117,71
117,72
116,72
115,72
108,72
105,72
104,72
107,72
108,72
108,72
108,71
108,72
107,71
107,71
107,72
108,73
110,73
110,72
109,72
107,72
106,73
107,75
107,75
107,74
106,74
105,83
109,72
110,71
108,72
102,73
99,73
100,73
100,73
99,74
99,74
101,74
97,75
97,75
96,75
96,75
100,75
100,76
100,74
99,74
100,74
100,75
97,73
97,73
98,73
98,74
98,74
97,74
96,74
95,74
95,74
95,74
96,74
96,75
95,75
96,75
97,75
99,75
100,75
100,76
