275,57
275,57
275,57
275,57
275,57
275,57
275,58
275,58
275,58
275,58
275,58
275,58
285,59
285,59
285,59
285,59
285,59
289,63
289,63
288,59
288,59
288,59
281,59
282,59
282,59
282,59
282,59
261,59
261,58
261,58
268,53
268,53
268,53
268,53
283,51
283,51
285,52
285,52
291,51
291,51
291,51
291,51
291,51
306,54
306,54
306,54
306,56
306,56
306,56
302,54
302,54
302,54
295,51
295,51
259,55
259,55
254,62
254,62
254,62
254,62
254,62
254,62
261,70
261,70
261,70
261,70
261,70
261,70
261,70
267,72
267,72
267,72
267,72
267,73
267,73
267,73
267,73
257,74
257,74
257,74
257,74
257,74
257,74
255,75
255,75
256,72
261,70
261,70
261,70
261,70
258,70
258,70
258,72
258,72
258,72
257,68
257,68
257,68
257,68
222,77
222,77
222,77
222,77
222,77
222,77
213,79
213,79
213,79
211,81
211,81
213,79
213,79
213,79
213,80
213,80
213,80
213,80
213,80
213,80
213,81
213,81
213,81
213,81
213,81
213,81
237,72
237,72
237,72
237,72
262,71
262,71
267,68
267,66
267,66
267,66
267,66
272,64
272,64
272,64
272,64
272,64
272,64
272,64
269,64
269,64
270,63
269,63
269,63
293,60
293,60
293,60
293,60
298,61
298,61
298,61
298,61
298,61
291,62
291,62
291,62
283,61
283,61
279,61
279,61
282,65
282,65
282,65
282,65
282,65
269,63
269,63
269,63
269,63
269,63
282,84
282,84
282,75
260,64
260,64
260,64
260,64
259,61
259,61
288,58
288,58
288,58
292,58
292,58
292,55
292,55
292,55
291,56
291,56
291,56
273,57
273,57
258,55
258,55
258,55
252,54
252,54
252,55
249,56
249,56
246,56
246,56
246,56
246,56
246,57
246,57
246,57
246,56
246,56
246,56
246,56
247,54
246,54
255,56
255,56
255,56
256,56
256,56
256,56
239,55
239,55
222,57
222,57
222,57
222,57
217,56
217,56
217,56
217,56
217,56
217,56
217,56
217,56
217,56
222,59
222,59
222,59
222,59
222,59
228,57
228,57
228,57
228,57
228,57
229,60
229,60
234,67
234,67
234,67
234,67
234,67
250,66
250,66
250,66
257,66
257,66
257,66
257,67
257,67
257,67
257,67
257,67
261,66
261,66
261,66
261,66
264,63
264,63
264,63
264,64
264,64
264,65
264,65
265,64
265,64
265,64
265,64
265,65
265,65
265,65
265,65
236,63
236,63
236,63
236,63
236,63
236,63
210,67
210,67
210,67
210,67
210,67
210,67
210,67
210,66
210,66
210,66
210,66
210,66
210,66
210,67
210,67
210,67
210,67
220,65
220,65
220,65
220,65
220,65
236,57
236,57
236,57
236,57
236,57
236,54
236,54
236,54
229,58
229,58
230,57
230,57
230,57
225,58
225,58
225,58
225,58
225,58
225,58
225,58
225,58
225,60
225,60
225,60
225,60
226,59
226,59
226,59
225,59
225,59
225,59
225,59
225,59
222,59
222,59
222,59
222,59
221,59
221,60
220,60
233,69
233,69
233,69
251,74
250,74
250,74
250,74
250,74
229,67
229,67
229,67
229,67
222,55
223,55
222,55
212,56
212,57
212,57
212,57
213,56
213,56
213,56
214,59
214,59
214,59
214,59
213,59
213,59
214,58
214,58
214,58
214,58
214,58
214,58
213,56
213,56
213,56
232,64
232,64
232,64
252,75
252,75
252,75
251,75
251,76
251,76
251,77
251,77
251,77
251,77
249,78
249,78
225,80
225,80
225,80
201,80
201,80
201,80
201,76
201,76
201,76
202,60
202,60
226,59
226,59
226,59
372,186
369,186
280,78
280,78
280,78
264,73
264,73
264,73
264,72
264,72
264,72
266,73
266,73
266,73
317,75
317,75
317,75
317,77
317,77
317,77
